0: d0, <-2($73), ->1($17)
23400: d291, <-2592($16), ->2591($27)
23401: d674, <-6014($21), ->6013($24)
23402: d674, <-2384($101), ->2383($77)
23403: d219, <-20878($85), ->20877($63)
23404: d219, <-5536($93), ->5535($55)
23405: d231, <-11920($29), ->11919($79)
23406: d231, <-4414($32), ->4413($83)
23407: d341, <-3064($91), ->3063($30)
23408: d341, <-22738($38), ->22737($58)
23409: d226, <-16176($16), ->16175($66)
23410: d226, <-18020($3), ->18019($30)
23411: d112, <-1902($16), ->1901($76)
23412: d112, <-23326($8), ->23325($92)
23413: d224, <-14002($66), ->14001($54)
23414: d224, <-7920($21), ->7919($44)
23415: d217, <-6602($47), ->6601($91)
23416: d217, <-448($36), ->447($33)
23417: d34, <-16778($12), ->16777($21)
23418: d34, <-10626($92), ->10625($22)
23419: d581, <-1582($60), ->1581($77)
23420: d581, <-834($24), ->833($73)
23421: d715, <-4642($27), ->4641($3)
23422: d715, <-4464($7), ->4463($13)
23423: d733, <-11524($83), ->11523($66)
23424: d733, <-2520($71), ->2519($90)
23425: d382, <-7370($87), ->7369($90)
23426: d382, <-344($91), ->343($45)
23427: d492, <-6998($69), ->6997($16)
23428: d492, <-14854($40), ->14853($37)
23429: d567, <-20258($69), ->20257($34)
23430: d567, <-13416($74), ->13415($48)
23431: d498, <-1172($70), ->1171($47)
23432: d498, <-13346($46), ->13345($10)
23433: d136, <-8468($35), ->8467($7)
23434: d136, <-11144($96), ->11143($15)
23435: d292, <-5590($17), ->5589($19)
23436: d292, <-19566($9), ->19565($74)
23437: d427, <-9760($39), ->9759($60)
23438: d427, <-7062($44), ->7061($58)
23439: d152, <-25244($75), ->25243($39)
23440: d152, <-17148($60), ->17147($3)
23441: d711, <-13412($93), ->13411($15)
23442: d711, <-8866($92), ->8865($44)
23443: d676, <-15576($86), ->15575($60)
23444: d676, <-9906($72), ->9905($66)
23445: d618, <-13038($93), ->13037($54)
23446: d618, <-17864($90), ->17863($40)
23447: d284, <-13386($52), ->13385($77)
23448: d284, <-4570($53), ->4569($71)
23449: d279, <-18996($3), ->18995($96)
23450: d279, <-21472($91), ->21471($5)
23451: d45, <-15614($45), ->15613($9)
23452: d45, <-16620($47), ->16619($68)
23453: d796, <-5674($89), ->5673($98)
23454: d796, <-23714($62), ->23713($75)
23455: d413, <-22028($99), ->22027($91)
23456: d413, <-21372($101), ->21371($88)
23457: d391, <-15838($33), ->15837($77)
23458: d391, <-9998($98), ->9997($77)
23459: d80, <-20096($8), ->20095($69)
23460: d80, <-21524($44), ->21523($63)
23461: d403, <-828($77), ->827($63)
23462: d403, <-5728($4), ->5727($44)
23463: d732, <-8880($77), ->8879($98)
23464: d732, <-14158($73), ->14157($71)
23465: d502, <-25402($19), ->25401($78)
23466: d502, <-6564($38), ->6563($49)
23467: d118, <-11588($55), ->11587($50)
23468: d118, <-9276($35), ->9275($65)
23469: d180, <-24358($101), ->24357($77)
23470: d180, <-4208($23), ->4207($32)
23471: d555, <-18816($77), ->18815($86)
23472: d555, <-11234($99), ->11233($70)
23473: d214, <-608($62), ->607($97)
23474: d214, <-5198($47), ->5197($18)
23475: d453, <-5098($91), ->5097($26)
23476: d453, <-23340($69), ->23339($32)
23477: d473, <-17038($69), ->17037($9)
23478: d473, <-166($10), ->165($70)
23479: d718, <-17088($63), ->17087($71)
23480: d718, <-25150($38), ->25149($26)
23481: d348, <-20920($89), ->20919($27)
23482: d348, <-5520($55), ->5519($62)
23483: d211, <-18794($59), ->18793($63)
23484: d211, <-4322($48), ->4321($12)
23485: d560, <-6086($7), ->6085($34)
23486: d560, <-16482($23), ->16481($75)
23487: d220, <-5394($34), ->5393($19)
23488: d220, <-17584($18), ->17583($13)
23489: d144, <-22088($44), ->22087($25)
23490: d144, <-5006($2), ->5005($85)
23491: d326, <-14884($98), ->14883($10)
23492: d326, <-10846($24), ->10845($49)
23493: d769, <-22868($18), ->22867($55)
23494: d769, <-878($20), ->877($73)
23495: d783, <-13686($74), ->13685($94)
23496: d783, <-4270($97), ->4269($92)
23497: d403, <-16772($1), ->16771($81)
23498: d403, <-24688($83), ->24687($67)
23499: d752, <-3246($7), ->3245($92)
23500: d752, <-10806($65), ->10805($75)
23501: d466, <-12166($30), ->12165($74)
23502: d466, <-25250($91), ->25249($63)
23503: d358, <-5414($56), ->5413($39)
23504: d358, <-22520($23), ->22519($41)
23505: d677, <-2646($11), ->2645($33)
23506: d677, <-20346($39), ->20345($17)
23507: d578, <-19282($64), ->19281($85)
23508: d578, <-4580($32), ->4579($71)
23509: d327, <-18806($7), ->18805($25)
23510: d327, <-22140($39), ->22139($59)
23511: d36, <-3168($27), ->3167($37)
23512: d36, <-15698($34), ->15697($23)
23513: d194, <-2456($8), ->2455($83)
23514: d194, <-3172($42), ->3171($22)
23515: d477, <-1556($83), ->1555($87)
23516: d477, <-8520($27), ->8519($29)
23517: d378, <-7082($11), ->7081($46)
23518: d378, <-6580($87), ->6579($33)
23519: d543, <-16082($39), ->16081($64)
23520: d543, <-22016($25), ->22015($94)
23521: d84, <-20406($54), ->20405($99)
23522: d84, <-20138($98), ->20137($100)
23523: d160, <-22484($66), ->22483($90)
23524: d160, <-9008($47), ->9007($59)
23525: d375, <-20152($79), ->20151($86)
23526: d375, <-1296($31), ->1295($18)
23527: d244, <-23932($27), ->23931($42)
23528: d244, <-1642($32), ->1641($60)
23529: d775, <-5706($11), ->5705($1)
23530: d775, <-10180($42), ->10179($80)
23531: d640, <-15854($101), ->15853($78)
23532: d640, <-6646($48), ->6645($44)
23533: d85, <-16560($41), ->16559($49)
23534: d85, <-12672($75), ->12671($79)
23535: d248, <-24056($83), ->24055($41)
23536: d248, <-22874($13), ->22873($61)
23537: d595, <-23674($44), ->23673($19)
23538: d595, <-512($57), ->511($59)
23539: d554, <-14838($84), ->14837($53)
23540: d554, <-7728($80), ->7727($86)
23541: d541, <-15222($58), ->15221($88)
23542: d541, <-21638($29), ->21637($77)
23543: d7, <-11700($101), ->11699($12)
23544: d7, <-8618($46), ->8617($75)
23545: d110, <-14984($57), ->14983($80)
23546: d110, <-23726($72), ->23725($41)
23547: d583, <-17652($98), ->17651($3)
23548: d583, <-2260($53), ->2259($93)
23549: d632, <-13646($66), ->13645($67)
23550: d632, <-22468($58), ->22467($42)
23551: d343, <-17112($72), ->17111($36)
23552: d343, <-3434($12), ->3433($83)
23553: d133, <-23130($4), ->23129($43)
23554: d133, <-12104($52), ->12103($43)
23555: d378, <-16810($99), ->16809($54)
23556: d378, <-3770($12), ->3769($7)
23557: d570, <-8040($24), ->8039($67)
23558: d570, <-8290($90), ->8289($62)
23559: d346, <-24764($48), ->24763($65)
23560: d346, <-18128($86), ->18127($12)
23561: d145, <-16650($55), ->16649($1)
23562: d145, <-5928($71), ->5927($55)
23563: d563, <-3074($76), ->3073($19)
23564: d563, <-20584($39), ->20583($11)
23565: d74, <-9784($28), ->9783($21)
23566: d74, <-1570($2), ->1569($36)
23567: d173, <-15966($2), ->15965($1)
23568: d173, <-1436($101), ->1435($70)
23569: d97, <-6118($22), ->6117($82)
23570: d97, <-19222($62), ->19221($13)
23571: d328, <-16742($73), ->16741($85)
23572: d328, <-12792($4), ->12791($16)
23573: d749, <-36($82), ->35($19)
23574: d749, <-4254($54), ->4253($49)
23575: d42, <-4442($52), ->4441($67)
23576: d42, <-25058($8), ->25057($70)
23577: d147, <-3144($53), ->3143($10)
23578: d147, <-2016($26), ->2015($1)
23579: d336, <-7700($61), ->7699($58)
23580: d336, <-4358($32), ->4357($71)
23581: d325, <-404($46), ->403($19)
23582: d325, <-24216($41), ->24215($35)
23583: d215, <-2492($1), ->2491($88)
23584: d215, <-4122($43), ->4121($16)
23585: d666, <-20374($62), ->20373($81)
23586: d666, <-9370($77), ->9369($19)
23587: d628, <-16398($90), ->16397($58)
23588: d628, <-25094($72), ->25093($32)
23589: d455, <-16662($90), ->16661($80)
23590: d455, <-20282($41), ->20281($39)
23591: d613, <-15782($13), ->15781($69)
23592: d613, <-9156($3), ->9155($50)
23593: d89, <-9800($65), ->9799($26)
23594: d89, <-18954($53), ->18953($80)
23595: d471, <-2958($83), ->2957($62)
23596: d471, <-8364($63), ->8363($16)
23597: d237, <-5138($98), ->5137($44)
23598: d237, <-13420($74), ->13419($37)
23599: d225, <-492($73), ->491($21)
23600: d225, <-518($86), ->517($54)
23601: d29, <-3256($97), ->3255($68)
23602: d29, <-2058($58), ->2057($50)
23603: d737, <-22808($59), ->22807($95)
23604: d737, <-12186($73), ->12185($93)
23605: d310, <-268($53), ->267($26)
23606: d310, <-24010($83), ->24009($15)
23607: d468, <-17136($51), ->17135($74)
23608: d468, <-17020($56), ->17019($67)
23609: d419, <-12242($90), ->12241($68)
23610: d419, <-23118($92), ->23117($68)
23611: d693, <-14010($101), ->14009($58)
23612: d693, <-8126($72), ->8125($83)
23613: d383, <-24960($100), ->24959($94)
23614: d383, <-3514($95), ->3513($51)
23615: d205, <-15060($38), ->15059($63)
23616: d205, <-6916($41), ->6915($26)
23617: d365, <-21878($25), ->21877($10)
23618: d365, <-6912($11), ->6911($80)
23619: d310, <-1404($12), ->1403($90)
23620: d310, <-17068($8), ->17067($78)
23621: d677, <-22796($34), ->22795($85)
23622: d677, <-310($90), ->309($27)
23623: d24, <-3868($20), ->3867($43)
23624: d24, <-6496($64), ->6495($86)
23625: d340, <-4840($60), ->4839($72)
23626: d340, <-23408($3), ->23407($1)
23627: d775, <-8702($66), ->8701($84)
23628: d775, <-5706($11), ->5705($1)
23629: d11, <-5314($65), ->5313($37)
23630: d11, <-3492($89), ->3491($1)
23631: d797, <-25246($75), ->25245($39)
23632: d797, <-21088($10), ->21087($77)
23633: d152, <-17148($60), ->17147($3)
23634: d152, <-24246($40), ->24245($83)
23635: d470, <-4228($60), ->4227($77)
23636: d470, <-23596($73), ->23595($29)
23637: d92, <-14118($54), ->14117($3)
23638: d92, <-19002($60), ->19001($27)
23639: d17, <-1630($37), ->1629($12)
23640: d17, <-4582($60), ->4581($14)
23641: d173, <-23838($35), ->23837($15)
23642: d173, <-1854($2), ->1853($52)
23643: d488, <-968($16), ->967($64)
23644: d488, <-14608($52), ->14607($2)
23645: d341, <-24926($101), ->24925($23)
23646: d341, <-22738($38), ->22737($58)
23647: d219, <-1866($88), ->1865($75)
23648: d219, <-5536($93), ->5535($55)
23649: d431, <-5336($60), ->5335($68)
23650: d431, <-13600($4), ->13599($24)
23651: d704, <-6872($72), ->6871($88)
23652: d704, <-816($91), ->815($57)
23653: d718, <-5982($93), ->5981($70)
23654: d718, <-9024($35), ->9023($36)
23655: d492, <-15272($26), ->15271($40)
23656: d492, <-16012($15), ->16011($35)
23657: d157, <-10394($21), ->10393($67)
23658: d157, <-326($8), ->325($76)
23659: d21, <-13668($29), ->13667($78)
23660: d21, <-20660($4), ->20659($26)
23661: d350, <-15536($34), ->15535($25)
23662: d350, <-4500($38), ->4499($36)
23663: d766, <-16548($56), ->16547($9)
23664: d766, <-13552($36), ->13551($76)
23665: d461, <-15670($39), ->15669($51)
23666: d461, <-4382($24), ->4381($66)
23667: d131, <-22488($46), ->22487($56)
23668: d131, <-24898($18), ->24897($98)
23669: d577, <-4776($89), ->4775($34)
23670: d577, <-13190($56), ->13189($6)
23671: d307, <-6576($92), ->6575($73)
23672: d307, <-21018($17), ->21017($15)
23673: d596, <-12148($7), ->12147($64)
23674: d596, <-7752($2), ->7751($85)
23675: d231, <-4014($10), ->4013($21)
23676: d231, <-4808($58), ->4807($16)
23677: d228, <-4852($66), ->4851($32)
23678: d228, <-15846($78), ->15845($34)
23679: d551, <-3440($7), ->3439($15)
23680: d551, <-17504($99), ->17503($49)
23681: d243, <-11264($93), ->11263($60)
23682: d243, <-8120($2), ->8119($96)
23683: d111, <-5752($5), ->5751($64)
23684: d111, <-15398($81), ->15397($45)
23685: d620, <-7666($95), ->7665($93)
23686: d620, <-22820($72), ->22819($75)
23687: d761, <-18058($64), ->18057($31)
23688: d761, <-11284($64), ->11283($5)
23689: d711, <-20238($13), ->20237($83)
23690: d711, <-20498($78), ->20497($91)
23691: d500, <-2244($38), ->2243($23)
23692: d500, <-11074($85), ->11073($66)
23693: d555, <-19796($8), ->19795($95)
23694: d555, <-11234($99), ->11233($70)
23695: d251, <-16256($52), ->16255($61)
23696: d251, <-15390($28), ->15389($59)
23697: d291, <-5044($69), ->5043($97)
23698: d291, <-21198($71), ->21197($83)
23699: d785, <-21822($14), ->21821($12)
23700: d785, <-10856($51), ->10855($50)
23701: d545, <-3528($60), ->3527($85)
23702: d545, <-13266($81), ->13265($22)
23703: d114, <-22688($68), ->22687($33)
23704: d114, <-5454($92), ->5453($63)
23705: d564, <-678($5), ->677($62)
23706: d564, <-2624($72), ->2623($43)
23707: d747, <-7426($85), ->7425($23)
23708: d747, <-15962($12), ->15961($75)
23709: d314, <-21796($75), ->21795($56)
23710: d314, <-4218($40), ->4217($81)
23711: d762, <-14210($23), ->14209($76)
23712: d762, <-21558($71), ->21557($89)
23713: d797, <-19446($21), ->19445($52)
23714: d797, <-3622($92), ->3621($79)
23715: d540, <-20216($11), ->20215($61)
23716: d540, <-23542($77), ->23541($85)
23717: d296, <-3356($77), ->3355($72)
23718: d296, <-18090($100), ->18089($97)
23719: d438, <-8100($66), ->8099($15)
23720: d438, <-10344($67), ->10343($14)
23721: d440, <-16026($66), ->16025($67)
23722: d440, <-21208($11), ->21207($43)
23723: d44, <-3204($70), ->3203($80)
23724: d44, <-15338($91), ->15337($68)
23725: d111, <-18198($93), ->18197($21)
23726: d111, <-14600($12), ->14599($64)
23727: d244, <-1642($32), ->1641($60)
23728: d244, <-1472($82), ->1471($28)
23729: d720, <-2752($16), ->2751($3)
23730: d720, <-18414($97), ->18413($54)
23731: d40, <-10358($32), ->10357($93)
23732: d40, <-9840($36), ->9839($11)
23733: d342, <-7448($50), ->7447($14)
23734: d342, <-10984($46), ->10983($92)
23735: d54, <-3904($46), ->3903($79)
23736: d54, <-3724($57), ->3723($80)
23737: d768, <-15926($30), ->15925($95)
23738: d768, <-8224($89), ->8223($92)
23739: d762, <-1072($58), ->1071($90)
23740: d762, <-20816($27), ->20815($68)
23741: d639, <-24344($101), ->24343($81)
23742: d639, <-19692($57), ->19691($66)
23743: d219, <-17640($15), ->17639($38)
23744: d219, <-16314($77), ->16313($40)
23745: d348, <-5520($55), ->5519($62)
23746: d348, <-11862($95), ->11861($25)
23747: d644, <-5464($38), ->5463($7)
23748: d644, <-10070($21), ->10069($61)
23749: d505, <-10034($78), ->10033($15)
23750: d505, <-2740($6), ->2739($91)
23751: d21, <-20566($45), ->20565($14)
23752: d21, <-6830($30), ->6829($86)
23753: d321, <-754($62), ->753($67)
23754: d321, <-22430($33), ->22429($99)
23755: d646, <-4736($15), ->4735($4)
23756: d646, <-15296($75), ->15295($4)
23757: d73, <-15590($6), ->15589($93)
23758: d73, <-10462($25), ->10461($19)
23759: d281, <-2758($52), ->2757($44)
23760: d281, <-8848($30), ->8847($5)
23761: d570, <-21606($89), ->21605($71)
23762: d570, <-24552($63), ->24551($98)
23763: d756, <-8394($72), ->8393($35)
23764: d756, <-4898($46), ->4897($27)
23765: d715, <-4120($74), ->4119($3)
23766: d715, <-24574($45), ->24573($16)
23767: d314, <-18188($5), ->18187($100)
23768: d314, <-18446($48), ->18445($46)
23769: d6, <-9388($58), ->9387($77)
23770: d6, <-12818($75), ->12817($95)
23771: d752, <-4938($87), ->4937($61)
23772: d752, <-1760($43), ->1759($27)
23773: d317, <-15040($59), ->15039($18)
23774: d317, <-20612($5), ->20611($19)
23775: d365, <-9278($96), ->9277($34)
23776: d365, <-15294($79), ->15293($81)
23777: d176, <-12486($59), ->12485($29)
23778: d176, <-21452($17), ->21451($40)
23779: d166, <-20986($60), ->20985($49)
23780: d166, <-14176($94), ->14175($58)
23781: d356, <-5078($47), ->5077($78)
23782: d356, <-17018($98), ->17017($10)
23783: d554, <-12016($19), ->12015($48)
23784: d554, <-21840($66), ->21839($48)
23785: d135, <-21886($60), ->21885($91)
23786: d135, <-14170($24), ->14169($94)
23787: d132, <-18764($98), ->18763($67)
23788: d132, <-20866($91), ->20865($27)
23789: d392, <-22274($46), ->22273($27)
23790: d392, <-1818($76), ->1817($93)
23791: d80, <-22282($26), ->22281($11)
23792: d80, <-11750($58), ->11749($68)
23793: d157, <-24372($55), ->24371($22)
23794: d157, <-1444($7), ->1443($47)
23795: d405, <-5594($37), ->5593($86)
23796: d405, <-25386($48), ->25385($89)
23797: d190, <-18812($67), ->18811($70)
23798: d190, <-4190($96), ->4189($99)
23799: d336, <-13110($67), ->13109($48)
23800: d336, <-13710($40), ->13709($66)
23801: d539, <-24744($84), ->24743($27)
23802: d539, <-10500($45), ->10499($82)
23803: d467, <-18340($37), ->18339($88)
23804: d467, <-14216($39), ->14215($58)
23805: d268, <-2200($91), ->2199($63)
23806: d268, <-264($88), ->263($75)
23807: d334, <-6120($67), ->6119($11)
23808: d334, <-18196($94), ->18195($29)
23809: d388, <-8924($30), ->8923($69)
23810: d388, <-5322($95), ->5321($15)
23811: d213, <-19712($82), ->19711($87)
23812: d213, <-13092($31), ->13091($27)
23813: d712, <-18076($24), ->18075($12)
23814: d712, <-6068($12), ->6067($44)
23815: d306, <-12010($31), ->12009($96)
23816: d306, <-3616($51), ->3615($31)
23817: d93, <-7386($90), ->7385($87)
23818: d93, <-20426($45), ->20425($69)
23819: d72, <-19894($61), ->19893($62)
23820: d72, <-12418($32), ->12417($10)
23821: d75, <-964($96), ->963($53)
23822: d75, <-11548($52), ->11547($84)
23823: d230, <-19726($26), ->19725($62)
23824: d230, <-23676($89), ->23675($56)
23825: d775, <-14012($58), ->14011($15)
23826: d775, <-10038($28), ->10037($43)
23827: d17, <-14096($81), ->14095($20)
23828: d17, <-4582($60), ->4581($14)
23829: d343, <-24462($36), ->24461($54)
23830: d343, <-25074($22), ->25073($69)
23831: d442, <-10616($41), ->10615($50)
23832: d442, <-884($8), ->883($93)
23833: d335, <-5060($52), ->5059($21)
23834: d335, <-942($67), ->941($6)
23835: d420, <-18696($64), ->18695($61)
23836: d420, <-15674($44), ->15673($61)
23837: d174, <-8514($67), ->8513($65)
23838: d174, <-20550($50), ->20549($16)
23839: d375, <-20228($13), ->20227($55)
23840: d375, <-7542($26), ->7541($65)
23841: d327, <-15630($61), ->15629($74)
23842: d327, <-16032($38), ->16031($91)
23843: d593, <-6064($94), ->6063($26)
23844: d593, <-17404($57), ->17403($69)
23845: d394, <-22228($6), ->22227($35)
23846: d394, <-462($98), ->461($46)
23847: d107, <-25308($97), ->25307($15)
23848: d107, <-18950($82), ->18949($34)
23849: d28, <-11338($36), ->11337($67)
23850: d28, <-8476($27), ->8475($45)
23851: d15, <-3446($3), ->3445($19)
23852: d15, <-6006($97), ->6005($77)
23853: d241, <-16600($18), ->16599($96)
23854: d241, <-9528($29), ->9527($39)
23855: d697, <-17298($89), ->17297($41)
23856: d697, <-19494($90), ->19493($32)
23857: d404, <-23796($21), ->23795($84)
23858: d404, <-21676($71), ->21675($62)
23859: d375, <-9210($92), ->9209($76)
23860: d375, <-7542($26), ->7541($65)
23861: d684, <-7046($10), ->7045($11)
23862: d684, <-5080($39), ->5079($60)
23863: d155, <-19802($6), ->19801($78)
23864: d155, <-7708($53), ->7707($72)
23865: d720, <-9594($27), ->9593($68)
23866: d720, <-3020($27), ->3019($33)
23867: d514, <-15810($64), ->15809($48)
23868: d514, <-16970($22), ->16969($39)
23869: d253, <-20470($73), ->20469($84)
23870: d253, <-24202($71), ->24201($100)
23871: d210, <-18240($67), ->18239($15)
23872: d210, <-5550($101), ->5549($67)
23873: d742, <-20468($90), ->20467($16)
23874: d742, <-7050($29), ->7049($51)
23875: d537, <-922($86), ->921($57)
23876: d537, <-10680($12), ->10679($86)
23877: d317, <-11684($50), ->11683($90)
23878: d317, <-16432($41), ->16431($30)
23879: d552, <-18802($35), ->18801($29)
23880: d552, <-6708($18), ->6707($8)
23881: d124, <-16546($61), ->16545($37)
23882: d124, <-23900($60), ->23899($90)
23883: d84, <-8858($77), ->8857($28)
23884: d84, <-11150($23), ->11149($99)
23885: d476, <-22642($36), ->22641($45)
23886: d476, <-9582($29), ->9581($68)
23887: d459, <-846($96), ->845($82)
23888: d459, <-4384($20), ->4383($70)
23889: d481, <-6892($96), ->6891($55)
23890: d481, <-10134($42), ->10133($3)
23891: d179, <-23470($94), ->23469($22)
